as_of_date,team_code,scorer,goals_weighted,share
2026-06-01,JPN,Ruy Ramos,0.0000093922,0.0000002104
2026-06-01,JPN,Mitsunori Yoshida,0.0000093473,0.0000002094
2026-06-01,JPN,Tsuyoshi Kitazawa,0.0000079042,0.0000001771
2026-06-01,JPN,Takashi Mizunuma,0.0000035893,0.0000000804
2026-06-01,JPN,Kazushi Kimura,0.0000033156,0.0000000743
2026-06-01,JPN,Hiromi Hara,0.0000024058,0.0000000539
2026-06-01,JPN,Hisashi Kurosaki,0.0000023997,0.0000000538
2026-06-01,JPN,Katsuyoshi Shinto,0.0000023997,0.0000000538
2026-06-01,JPN,Kenta Hasegawa,0.0000023997,0.0000000538
2026-06-01,JPN,Osamu Maeda,0.0000023997,0.0000000538
2026-06-01,JPN,Akihiro Nishimura,0.0000011566,0.0000000259
2026-06-01,JPN,Hisashi Kato,0.0000005336,0.0000000120
2026-06-01,JPN,Koichi Hashiratani,0.0000005336,0.0000000120
2026-06-01,JPN,Haruhisa Hasegawa,0.0000001246,0.0000000028
2026-06-01,JPN,Hideki Maeda,0.0000001246,0.0000000028
2026-06-01,JPN,Kunishige Kamamoto,0.0000000174,0.0000000004
2026-06-01,JPN,Koji Mori,0.0000000087,0.0000000002
2026-06-01,JPN,Shusaku Hirasawa,0.0000000087,0.0000000002
2026-06-01,JPN,Teruki Miyamoto,0.0000000049,0.0000000001
2026-06-01,JPN,Yasuyuki Kuwahara,0.0000000025,0.0000000001
2026-06-01,JPN,Masashi Watanabe,0.0000000025,0.0000000001
2026-06-01,JPN,Koji Sasaki,0.0000000001,0.0000000000
2026-06-01,JPN,Toshio Iwatani,0.0000000000,0.0000000000
2026-06-01,JPN,Ken Naganuma,0.0000000000,0.0000000000
2026-06-01,KOR,Son Heung-min,7.7864098430,0.2265545218
2026-06-01,KOR,Lee Kang-in,3.9319899649,0.1144057562
2026-06-01,KOR,Hwang Hee-chan,3.4474105365,0.1003063622
2026-06-01,KOR,Lee Jae-sung,3.2404676056,0.0942851203
2026-06-01,KOR,Oh Hyeon-gyu,2.5477776416,0.0741305116
2026-06-01,KOR,Cho Gue-sung,1.6573461950,0.0482223878
2026-06-01,KOR,Oh Se-hun,1.1484635629,0.0334158641
2026-06-01,KOR,Bae Jun-ho,1.0816944554,0.0314731404
2026-06-01,KOR,Joo Min-kyu,1.0465205241,0.0304497145
2026-06-01,KOR,Hwang Ui-jo,0.9107410795,0.0264990559
2026-06-01,KOR,Kim Young-gwon,0.7806467471,0.0227138122
2026-06-01,KOR,Kwon Chang-hoon,0.7529862644,0.0219089987
2026-06-01,KOR,Kim Shin-wook,0.7490541968,0.0217945907
2026-06-01,KOR,Kim Jin-gyu,0.7075638212,0.0205873806
2026-06-01,KOR,Jeong Woo-yeong,0.6436496694,0.0187277251
2026-06-01,KOR,Hwang In-beom,0.6317805863,0.0183823805
2026-06-01,KOR,Park Jin-seob,0.4659283197,0.0135567187
2026-06-01,KOR,Jung Seung-hyun,0.4129359855,0.0120148459
2026-06-01,KOR,Kim Jin-su,0.2959786000,0.0086118367
2026-06-01,KOR,Paik Seung-ho,0.2949918158,0.0085831251
2026-06-01,KOR,Nam Tae-hee,0.2534545810,0.0073745516
2026-06-01,KOR,Jeong Sang-bin,0.1751531656,0.0050962822
2026-06-01,KOR,Lee Dong-gyeong,0.1751531656,0.0050962822
2026-06-01,KOR,Koo Ja-cheol,0.1694329655,0.0049298464
2026-06-01,KOR,Kim Min-jae,0.1511009944,0.0043964567
2026-06-01,KOR,Ki Sung-yueng,0.1367969415,0.0039802639
2026-06-01,KOR,Jung Woo-young,0.0950400843,0.0027653002
2026-06-01,KOR,Na Sang-ho,0.0950400843,0.0027653002
2026-06-01,KOR,Ji Dong-won,0.0641372960,0.0018661482
2026-06-01,KOR,Lee Chung-yong,0.0638186582,0.0018568770
2026-06-01,KOR,Lee Keun-ho,0.0594385223,0.0017294320
2026-06-01,KOR,Park Chu-young,0.0485804309,0.0014135033
2026-06-01,KOR,Suk Hyun-jun,0.0482945143,0.0014051843
2026-06-01,KOR,Jang Hyun-soo,0.0482867573,0.0014049586
2026-06-01,KOR,Hong Jeong-ho,0.0402741062,0.0011718213
2026-06-01,KOR,Lee Jung-hyup,0.0375480280,0.0010925029
2026-06-01,KOR,Lee Jeong-hyeop,0.0282788820,0.0008228065
2026-06-01,KOR,Lee Dong-gook,0.0206726150,0.0006014934
2026-06-01,KOR,Cho Young-cheol,0.0185680903,0.0005402599
2026-06-01,KOR,Park Ji-sung,0.0161033551,0.0004685456
2026-06-01,KOR,Kim Bo-Kyung,0.0150581942,0.0004381354
2026-06-01,KOR,Kim Chi-Woo,0.0130586414,0.0003799561
2026-06-01,KOR,Kwak Tae-hwi,0.0112371149,0.0003269567
2026-06-01,KOR,Kim Do-heon,0.0079192849,0.0002304207
2026-06-01,KOR,Lee Jung-soo,0.0075100784,0.0002185143
2026-06-01,KOR,Kim Jung-woo,0.0070885680,0.0002062500
2026-06-01,KOR,Hwang Jae-won,0.0046451248,0.0001351552
2026-06-01,KOR,Yoon Bit-garam,0.0046317905,0.0001347673
2026-06-01,KOR,Seol Ki-hyeon,0.0039962361,0.0001162751
2026-06-01,KOR,Ahn Jung-hwan,0.0027885445,0.0000811359
2026-06-01,KOR,Lee Chun-soo,0.0014205558,0.0000413327
2026-06-01,KOR,Choi Sung-kuk,0.0013442626,0.0000391129
2026-06-01,KOR,Lee Young-pyo,0.0013094555,0.0000381001
2026-06-01,KOR,Cha Du-ri,0.0008880912,0.0000258400
2026-06-01,KOR,Choi Jin-cheul,0.0007151748,0.0000208088
2026-06-01,KOR,Hwang Sun-hong,0.0006882129,0.0000200243
2026-06-01,KOR,Chung Kyung-ho,0.0006470722,0.0000188273
2026-06-01,KOR,Yoo Sang-chul,0.0005684047,0.0000165384
2026-06-01,KOR,Kim Nam-il,0.0004798553,0.0000139619
2026-06-01,KOR,Song Chong-gug,0.0004289421,0.0000124806
2026-06-01,KOR,Cho Byung-kuk,0.0004100717,0.0000119315
2026-06-01,KOR,Kim Do-hoon,0.0004028234,0.0000117206
2026-06-01,KOR,Choi Yong-soo,0.0003833535,0.0000111541
2026-06-01,KOR,Lee Eul-yong,0.0002309824,0.0000067207
2026-06-01,KOR,Ha Seok-ju,0.0002155568,0.0000062719
2026-06-01,KOR,Lee Min-sung,0.0001448320,0.0000042141
2026-06-01,KOR,Noh Jung-yoon,0.0001367018,0.0000039775
2026-06-01,KOR,Lee Sang-yoon,0.0001328045,0.0000038641
2026-06-01,KOR,Kim Sang-sik,0.0001282495,0.0000037316
2026-06-01,KOR,Seo Jung-won,0.0001027225,0.0000029888
2026-06-01,KOR,Choi Moon-Sik,0.0000999920,0.0000029094
2026-06-01,KOR,Ko Jeong-woon,0.0000997817,0.0000029033
2026-06-01,KOR,Hong Myung-bo,0.0000483912,0.0000014080
2026-06-01,KOR,Park Kun-Ha,0.0000389359,0.0000011329
2026-06-01,KOR,Roh Sang-Rae,0.0000358215,0.0000010423
2026-06-01,KOR,Shin Tae-Yong,0.0000333055,0.0000009691
2026-06-01,KOR,Lee Ki-Bum,0.0000291376,0.0000008478
2026-06-01,KOR,Hwangbo Kwan,0.0000209792,0.0000006104
2026-06-01,KOR,Park Jung-bae,0.0000207030,0.0000006024
2026-06-01,KOR,Kim Tae-Young,0.0000194250,0.0000005652
2026-06-01,KOR,Lee Tae-ho,0.0000126294,0.0000003675
2026-06-01,KOR,Shin Hong-Ki,0.0000110539,0.0000003216
2026-06-01,KOR,Kim Pan-Keun,0.0000110221,0.0000003207
2026-06-01,KOR,Gu Sang-Bum,0.0000097498,0.0000002837
2026-06-01,KOR,Kang Chul,0.0000097498,0.0000002837
2026-06-01,KOR,Park Nam-Yeol,0.0000097498,0.0000002837
2026-06-01,KOR,Jung Jae-Kwon,0.0000096754,0.0000002815
2026-06-01,KOR,Kim Yong-Se,0.0000094936,0.0000002762
2026-06-01,KOR,Kim Joo-sung,0.0000079735,0.0000002320
2026-06-01,KOR,Noh Soo-Jin,0.0000071419,0.0000002078
2026-06-01,KOR,Chung Hae-won,0.0000067220,0.0000001956
2026-06-01,KOR,Cho Min-Kook,0.0000053257,0.0000001550
2026-06-01,KOR,Byun Byung-joo,0.0000052663,0.0000001532
2026-06-01,KOR,Choi Soon-ho,0.0000048972,0.0000001425
2026-06-01,KOR,Choi Sang-Kuk,0.0000047218,0.0000001374
2026-06-01,KOR,Huh Jung-Moo,0.0000032925,0.0000000958
2026-06-01,KOR,Lee Hak-Jong,0.0000023813,0.0000000693
2026-06-01,KOR,Park Kyung-Hoon,0.0000023813,0.0000000693
2026-06-01,KOR,Chung Yong-Hwan,0.0000023609,0.0000000687
2026-06-01,KOR,Lee Young-jin,0.0000023609,0.0000000687
2026-06-01,KOR,Park Chang-Sun,0.0000014112,0.0000000411
2026-06-01,KOR,Kim Jong-Boo,0.0000008347,0.0000000243
2026-06-01,KOR,Jung Yong-Hwan,0.0000006748,0.0000000196
2026-06-01,KOR,Chung Jong-Soo,0.0000005555,0.0000000162
2026-06-01,KOR,Kim Suk-won,0.0000005555,0.0000000162
2026-06-01,KOR,Choi Jong-duk,0.0000002140,0.0000000062
2026-06-01,KOR,Cha Bum-kun,0.0000002071,0.0000000060
2026-06-01,KOR,Oh Seok-Jae,0.0000001394,0.0000000041
2026-06-01,KOR,Hong Sung-Ho,0.0000001390,0.0000000040
2026-06-01,KOR,Lee Kang-Jo,0.0000001390,0.0000000040
2026-06-01,KOR,Park Sang-in,0.0000001162,0.0000000034
2026-06-01,KOR,Hwang Seok-keun,0.0000001134,0.0000000033
2026-06-01,KOR,Lee Jung-il,0.0000001132,0.0000000033
2026-06-01,KOR,Kim Jae-han,0.0000001129,0.0000000033
2026-06-01,KOR,Lee Young-Moo,0.0000000833,0.0000000024
2026-06-01,KOR,Kim Ho-Kon,0.0000000426,0.0000000012
2026-06-01,KOR,Chung Kyu-Poong,0.0000000261,0.0000000008
2026-06-01,KOR,Park Lee-chun,0.0000000244,0.0000000007
2026-06-01,KOR,Ko Jae-wook,0.0000000103,0.0000000003
2026-06-01,KOR,Park Yi-Chun,0.0000000087,0.0000000003
2026-06-01,KOR,Lee Hoi-taek,0.0000000061,0.0000000002
2026-06-01,KOR,Park Su-deok,0.0000000061,0.0000000002
2026-06-01,KOR,Jeong Gang-Ji,0.0000000050,0.0000000001
2026-06-01,KOR,Park Soo-Il,0.0000000049,0.0000000001
2026-06-01,KOR,Lee Yi-woo,0.0000000025,0.0000000001
2026-06-01,KOR,Kim Ki-bok,0.0000000025,0.0000000001
2026-06-01,KOR,Chung Soon-cheon,0.0000000005,0.0000000000
2026-06-01,KOR,Cho Yoon-ok,0.0000000004,0.0000000000
2026-06-01,KOR,Lee Soon-myung,0.0000000004,0.0000000000
2026-06-01,KOR,Park Seung-ok,0.0000000004,0.0000000000
2026-06-01,KOR,Woo Sang-kwon,0.0000000003,0.0000000000
2026-06-01,KOR,Moon Jung-sik,0.0000000002,0.0000000000
2026-06-01,KOR,Choi Chung-min,0.0000000002,0.0000000000
2026-06-01,KOR,Yoo Pan-sun,0.0000000002,0.0000000000
2026-06-01,KOR,Yoo Pan-soon,0.0000000001,0.0000000000
2026-06-01,KOR,Sung Nak-woon,0.0000000001,0.0000000000
2026-06-01,KOR,Choi Kwang-seok,0.0000000000,0.0000000000
2026-06-01,KOR,Kim Ji-sung,0.0000000000,0.0000000000
2026-06-01,KOR,Choi Kwang-suk,0.0000000000,0.0000000000
2026-06-01,KOR,Chung Nam-sik,0.0000000000,0.0000000000
2026-06-01,KSA,Firas Al-Buraikan,4.3914330802,0.1800397236
2026-06-01,KSA,Saleh Al-Shehri,3.9722089112,0.1628523950
2026-06-01,KSA,Salem Al-Dawsari,3.0249403943,0.1240163342
2026-06-01,KSA,Musab Al-Juwayr,1.7514683189,0.0718065985
2026-06-01,KSA,Abdulrahman Al-Aboud,1.4185258840,0.0581566435
2026-06-01,KSA,Hassan Kadesh,1.0946222535,0.0448772609
2026-06-01,KSA,Fahad Al-Muwallad,0.9682555874,0.0396964875
2026-06-01,KSA,Abdullah Radif,0.8525469775,0.0349526725
2026-06-01,KSA,Abdulrahman Ghareeb,0.8466624712,0.0347114198
2026-06-01,KSA,Saleh Abu Al-Shamat,0.7976012645,0.0327000113
2026-06-01,KSA,Salman Al-Faraj,0.6401269158,0.0262438869
2026-06-01,KSA,Ali Lajami,0.5016069679,0.0205648539
2026-06-01,KSA,Mohammad Al-Sahlawi,0.4590614895,0.0188205768
2026-06-01,KSA,Faisal Al-Ghamdi,0.4377927814,0.0179486035
2026-06-01,KSA,Mohamed Kanno,0.4377927814,0.0179486035
2026-06-01,KSA,Ali Al-Bulaihi,0.4357002285,0.0178628132
2026-06-01,KSA,Sami Al-Najei,0.3948827856,0.0161893820
2026-06-01,KSA,Yasser Al-Shahrani,0.3536495403,0.0144989037
2026-06-01,KSA,Nawaf Al-Abed,0.1989088181,0.0081548524
2026-06-01,KSA,Abdulfattah Asiri,0.1956237861,0.0080201729
2026-06-01,KSA,Ali Al-Hassan,0.1761631069,0.0072223250
2026-06-01,KSA,Hattan Bahebri,0.1701932347,0.0069775726
2026-06-01,KSA,Taisir Al-Jassim,0.1463908060,0.0060017219
2026-06-01,KSA,Yahya Al-Shehri,0.1443336234,0.0059173817
2026-06-01,KSA,Abdullah Al-Hamdan,0.0978118931,0.0040100864
2026-06-01,KSA,Housain Al-Mogahwi,0.0754417646,0.0030929572
2026-06-01,KSA,Mohammed Al-Fatil,0.0751531504,0.0030811246
2026-06-01,KSA,Nasser Al-Shamrani,0.0661318359,0.0027112692
2026-06-01,KSA,Naif Hazazi,0.0546947037,0.0022423704
2026-06-01,KSA,Salman Al-Moasher,0.0400816048,0.0016432634
2026-06-01,KSA,Omar Hawsawi,0.0354549112,0.0014535784
2026-06-01,KSA,Osama Hawsawi,0.0323943276,0.0013281008
2026-06-01,KSA,Yasser Al-Qahtani,0.0146312878,0.0005998527
2026-06-01,KSA,Mohammed Noor,0.0121304736,0.0004973245
2026-06-01,KSA,Ahmed Al-Fraidi,0.0081570419,0.0003344219
2026-06-01,KSA,Malek Mouath,0.0081178049,0.0003328133
2026-06-01,KSA,Osama Al-Muwallad,0.0079633703,0.0003264818
2026-06-01,KSA,Saad Al-Harthi,0.0070625395,0.0002895496
2026-06-01,KSA,Abdoh Otaif,0.0063568875,0.0002606193
2026-06-01,KSA,Hassan Fallatah,0.0055407831,0.0002271607
2026-06-01,KSA,Redha Tukar,0.0055345023,0.0002269032
2026-06-01,KSA,Sami Al-Jaber,0.0043102410,0.0001767110
2026-06-01,KSA,Talal Al-Meshal,0.0033886732,0.0001389286
2026-06-01,KSA,Hamad Al-Montashari,0.0033461488,0.0001371852
2026-06-01,KSA,Ahmed Al-Mousa,0.0027118170,0.0001111789
2026-06-01,KSA,Mohammad Al-Shalhoub,0.0026319463,0.0001079044
2026-06-01,KSA,Obeid Al-Dosari,0.0016645195,0.0000682419
2026-06-01,KSA,Abdulrahman Al-Qahtani,0.0013533099,0.0000554829
2026-06-01,KSA,Ibrahim Sowed,0.0012470555,0.0000511267
2026-06-01,KSA,Abdullah Bin Shehan,0.0008911831,0.0000365367
2026-06-01,KSA,Hussein Abdulghani,0.0007990905,0.0000327611
2026-06-01,KSA,Marzouk Al-Otaibi,0.0007695948,0.0000315518
2026-06-01,KSA,Mohammed Al-Anbar,0.0006919649,0.0000283691
2026-06-01,KSA,Saud Khariri,0.0006021998,0.0000246890
2026-06-01,KSA,Fahad Fallata,0.0005326868,0.0000218391
2026-06-01,KSA,Nawaf Al-Temyat,0.0004674749,0.0000191655
2026-06-01,KSA,Khaled Massad,0.0003695641,0.0000151514
2026-06-01,KSA,Abdullah Al-Waked,0.0003541004,0.0000145174
2026-06-01,KSA,Fahad Al-Mehallel,0.0002877777,0.0000117983
2026-06-01,KSA,Ibrahim Al-Shahrani,0.0001926071,0.0000078965
2026-06-01,KSA,Yousuf Al-Thunayan,0.0001921837,0.0000078791
2026-06-01,KSA,Mohammed Al-Khilaiwi,0.0001904419,0.0000078077
2026-06-01,KSA,Abdullah Jumaan Al-Dosari,0.0001816027,0.0000074453
2026-06-01,KSA,Ibrahim Al-Harbi,0.0001816027,0.0000074453
2026-06-01,KSA,Al Hasan Al-Yami,0.0001776440,0.0000072830
2026-06-01,KSA,Mohsin Harthi,0.0001434652,0.0000058818
2026-06-01,KSA,Saeed Al-Owairan,0.0001053187,0.0000043179
2026-06-01,KSA,Khalid Al-Temawi,0.0001023573,0.0000041964
2026-06-01,KSA,Ibrahim Suwayed,0.0000891671,0.0000036557
2026-06-01,KSA,Abdullah Al-Dosari,0.0000460463,0.0000018878
2026-06-01,KSA,Fahad Al-Bishi,0.0000383144,0.0000015708
2026-06-01,KSA,Abdulaziz Al-Dosari,0.0000368310,0.0000015100
2026-06-01,KSA,Khamis Al-Zahrani,0.0000368310,0.0000015100
2026-06-01,KSA,Majed Abdullah,0.0000364776,0.0000014955
2026-06-01,KSA,Hamzah Idris Falatah,0.0000284206,0.0000011652
2026-06-01,KSA,Fuad Anwar,0.0000279178,0.0000011446
2026-06-01,KSA,Ahmed Jamil Madani,0.0000227618,0.0000009332
2026-06-01,KSA,Fahad Al-Ghesheyan,0.0000141000,0.0000005781
2026-06-01,KSA,Hamzah Idris,0.0000111176,0.0000004558
2026-06-01,KSA,Mansour Al-Mousa,0.0000111176,0.0000004558
2026-06-01,KSA,Mansour Al-Muainea,0.0000094735,0.0000003884
2026-06-01,KSA,Mohaisen Al-Jam'an,0.0000049083,0.0000002012
2026-06-01,KSA,Fahad Al-Musaibeah,0.0000027416,0.0000001124
2026-06-01,KSA,Saado Al-Suwaiti,0.0000027416,0.0000001124
2026-06-01,KSA,Mohammed Al-Suwaiti,0.0000027102,0.0000001111
2026-06-01,KSA,Yousuf Jazea'a,0.0000020118,0.0000000825
2026-06-01,KSA,Mohamed Al-Suwaiyed Shehrani,0.0000019983,0.0000000819
2026-06-01,KSA,Saleh Al-Mutlaq,0.0000019983,0.0000000819
2026-06-01,KSA,Shaye Al-Nafisah,0.0000004994,0.0000000205
2026-06-01,KSA,Mohammed Abduljawad,0.0000004956,0.0000000203
2026-06-01,KSA,Saleh Khalifa Al-Dosari,0.0000004937,0.0000000202
2026-06-01,KSA,Saud Jassem,0.0000002706,0.0000000111
2026-06-01,KSA,Ahmed Al Nifawi,0.0000001691,0.0000000069
2026-06-01,KSA,Yousef Aboloya,0.0000001362,0.0000000056
2026-06-01,KSA,Shaye Al Nafeesah,0.0000001358,0.0000000056
2026-06-01,KSA,Amin Dabo,0.0000001349,0.0000000055
2026-06-01,KSA,Mohammed Abdul Ghani,0.0000000298,0.0000000012
2026-06-01,KSA,Samir Sultan Al Fahad,0.0000000294,0.0000000012
2026-06-01,KSA,Saoud Al Gassem Mohammed Bo Saeed,0.0000000294,0.0000000012
2026-06-01,MAR,Ayoub El Kaabi,5.8510873688,0.1773562670
2026-06-01,MAR,Brahim Díaz,4.9794536873,0.1509355889
2026-06-01,MAR,Youssef En-Nesyri,3.0995883344,0.0939537186
2026-06-01,MAR,Ismael Saibari,3.0753583733,0.0932192679
2026-06-01,MAR,Azzedine Ounahi,2.1743551021,0.0659083483
2026-06-01,MAR,Hakim Ziyech,1.7391657074,0.0527170281
2026-06-01,MAR,Hamza Igamane,1.5477727060,0.0469155854
2026-06-01,MAR,Achraf Hakimi,1.3480652244,0.0408621169
2026-06-01,MAR,Nayef Aguerd,0.8504089452,0.0257773208
2026-06-01,MAR,Sofiane Boufal,0.8489372676,0.0257327117
2026-06-01,MAR,Ryan Mmaee,0.8151402377,0.0247082671
2026-06-01,MAR,Romain Saïss,0.7666266570,0.0232377392
2026-06-01,MAR,Bilal El Khannouss,0.6578658276,0.0199410161
2026-06-01,MAR,Selim Amallah,0.6109343463,0.0185184442
2026-06-01,MAR,Zakaria Aboukhlal,0.5087906203,0.0154222966
2026-06-01,MAR,Chadi Riad,0.5016069679,0.0152045481
2026-06-01,MAR,Soufiane Rahimi,0.5016069679,0.0152045481
2026-06-01,MAR,Eliesse Ben Seghir,0.4996879929,0.0151463807
2026-06-01,MAR,Tarik Tissoudali,0.4629689285,0.0140333643
2026-06-01,MAR,Imran Louza,0.3997039700,0.0121156974
2026-06-01,MAR,Achraf Dari,0.2984034967,0.0090451102
2026-06-01,MAR,Khalid Boutaïb,0.2544046166,0.0077114304
2026-06-01,MAR,Aymen Barkok,0.1968746146,0.0059675996
2026-06-01,MAR,Ilias Chair,0.1963094633,0.0059504689
2026-06-01,MAR,Munir El Haddadi,0.1963094633,0.0059504689
2026-06-01,MAR,Mbark Boussoufa,0.0887890339,0.0026913445
2026-06-01,MAR,Youssef El-Arabi,0.0663805044,0.0020121044
2026-06-01,MAR,Medhi Benatia,0.0501084285,0.0015188705
2026-06-01,MAR,Nabil Dirar,0.0501084285,0.0015188705
2026-06-01,MAR,Fayçal Fajr,0.0468126580,0.0014189701
2026-06-01,MAR,Mimoun Mahi,0.0468126580,0.0014189701
2026-06-01,MAR,Rachid Alioui,0.0379147086,0.0011492584
2026-06-01,MAR,Aziz Bouhaddouz,0.0377696600,0.0011448617
2026-06-01,MAR,Houssine Kharja,0.0372403203,0.0011288165
2026-06-01,MAR,Yacine Bammou,0.0248950342,0.0007546102
2026-06-01,MAR,Younès Belhanda,0.0173406558,0.0005256243
2026-06-01,MAR,Abdelaziz Barrada,0.0107124896,0.0003247135
2026-06-01,MAR,Abderrazak Hamdallah,0.0106408735,0.0003225427
2026-06-01,MAR,Abdelilah Hafidi,0.0093765685,0.0002842195
2026-06-01,MAR,Issam El Adoua,0.0093765685,0.0002842195
2026-06-01,MAR,Youssef Safri,0.0085250219,0.0002584077
2026-06-01,MAR,Youssouf Hadji,0.0078541253,0.0002380717
2026-06-01,MAR,Hamza Abourazzouk,0.0075074840,0.0002275644
2026-06-01,MAR,Adel Taarabt,0.0058154313,0.0001762755
2026-06-01,MAR,Soufiane Alloudi,0.0048566941,0.0001472145
2026-06-01,MAR,Tarik Sektioui,0.0034666761,0.0001050808
2026-06-01,MAR,Marouane Chamakh,0.0026947738,0.0000816831
2026-06-01,MAR,Mounir El Hamdaoui,0.0024490709,0.0000742354
2026-06-01,MAR,Talal El Karkouri,0.0023299288,0.0000706240
2026-06-01,MAR,Jaouad Zairi,0.0021381723,0.0000648116
2026-06-01,MAR,Merouane Zemmama,0.0020849046,0.0000631970
2026-06-01,MAR,Abdeslam Ouaddou,0.0020266179,0.0000614302
2026-06-01,MAR,Nabil El Zhar,0.0018727339,0.0000567657
2026-06-01,MAR,Abdessalam Benjelloun,0.0018477781,0.0000560093
2026-06-01,MAR,Youssef Mokhtari,0.0016903148,0.0000512363
2026-06-01,MAR,Hicham Aboucherouane,0.0016235587,0.0000492128
2026-06-01,MAR,Monsef Zerka,0.0016188980,0.0000490715
2026-06-01,MAR,Abdeljalil Hadda,0.0006490754,0.0000196746
2026-06-01,MAR,Mounir Diane,0.0005773371,0.0000175001
2026-06-01,MAR,Nabil Baha,0.0004073302,0.0000123469
2026-06-01,MAR,Hicham Zerouali,0.0003985841,0.0000120818
2026-06-01,MAR,Salaheddine Bassir,0.0003581146,0.0000108551
2026-06-01,MAR,Rachid Benmahmoud,0.0003543606,0.0000107413
2026-06-01,MAR,Mustapha Hadji,0.0003032678,0.0000091926
2026-06-01,MAR,Abdelfattah El Khattari,0.0002150363,0.0000065181
2026-06-01,MAR,Ahmed Bahja,0.0001659333,0.0000050297
2026-06-01,MAR,Gharib Amzine,0.0001543032,0.0000046772
2026-06-01,MAR,Rachid Rokki,0.0001523929,0.0000046193
2026-06-01,MAR,Youssef Fertout,0.0001083964,0.0000032857
2026-06-01,MAR,Bouchaib El Moubarki,0.0001061871,0.0000032187
2026-06-01,MAR,Khalid Raghib,0.0001036392,0.0000031415
2026-06-01,MAR,Saïd Chiba,0.0001004328,0.0000030443
2026-06-01,MAR,Mohammed Chaouch,0.0000558184,0.0000016920
2026-06-01,MAR,Ali Elkhattabi,0.0000499998,0.0000015156
2026-06-01,MAR,Noureddine Naybet,0.0000420381,0.0000012742
2026-06-01,MAR,El Arbi Hababi,0.0000321453,0.0000009744
2026-06-01,MAR,Rachid Daoudi,0.0000278345,0.0000008437
2026-06-01,MAR,Abdelmajid Bouyboud,0.0000183173,0.0000005552
2026-06-01,MAR,Hassan Nader,0.0000156172,0.0000004734
2026-06-01,MAR,Abdeslam Laghrissi,0.0000109275,0.0000003312
2026-06-01,MAR,Abdelkabir Mezyane,0.0000085832,0.0000002602
2026-06-01,MAR,Lahcen Abrami,0.0000085832,0.0000002602
2026-06-01,MAR,Tahar El Khalej,0.0000085832,0.0000002602
2026-06-01,MAR,Mohamed Samadi,0.0000077097,0.0000002337
2026-06-01,MAR,Mohammed Lashaf,0.0000077097,0.0000002337
2026-06-01,MAR,Said Rokbi,0.0000059464,0.0000001802
2026-06-01,MAR,Mohamed Timoumi,0.0000038170,0.0000001157
2026-06-01,MAR,Aziz Bouderbala,0.0000033794,0.0000001024
2026-06-01,MAR,Abdelkrim Merry,0.0000031599,0.0000000958
2026-06-01,MAR,Abdelfettah Rhiati,0.0000028458,0.0000000863
2026-06-01,MAR,Mohamed Madih,0.0000025834,0.0000000783
2026-06-01,MAR,Mustafa El Haddaoui,0.0000021122,0.0000000640
2026-06-01,MAR,Mustapha Merry,0.0000019486,0.0000000591
2026-06-01,MAR,Abderrazak Khairi,0.0000016791,0.0000000509
2026-06-01,MAR,Saad Dahane,0.0000009869,0.0000000299
2026-06-01,MAR,Mohammed Sahil,0.0000007753,0.0000000235
2026-06-01,MAR,Khalid Labied,0.0000007157,0.0000000217
2026-06-01,MAR,Mustapha Yaghcha,0.0000001719,0.0000000052
2026-06-01,MAR,Abdelaziz Daidi,0.0000001396,0.0000000042
2026-06-01,MAR,Ahmed Faras,0.0000001330,0.0000000040
2026-06-01,MAR,Mustapha Tahir,0.0000001251,0.0000000038
2026-06-01,MAR,Ahmed Limane,0.0000001197,0.0000000036
2026-06-01,MAR,Mohamed Boussati,0.0000001197,0.0000000036
2026-06-01,MAR,Hassan Amcharrat,0.0000001019,0.0000000031
2026-06-01,MAR,Abdelâali Zahraoui,0.0000000462,0.0000000014
2026-06-01,MAR,Chérif Fetoui,0.0000000318,0.0000000010
2026-06-01,MAR,Abdelghani Lakhal,0.0000000303,0.0000000009
2026-06-01,MAR,Moustapha Choukri,0.0000000241,0.0000000007
2026-06-01,MAR,Ahmed Makrouh,0.0000000233,0.0000000007
2026-06-01,MAR,Redouane Guezzar,0.0000000232,0.0000000007
2026-06-01,MAR,Abdellah Tazi,0.0000000231,0.0000000007
2026-06-01,MAR,Larbi Chebbak,0.0000000231,0.0000000007
2026-06-01,MAR,Ahmed Abouali,0.0000000230,0.0000000007
2026-06-01,MAR,Maouhoub Ghazouani,0.0000000105,0.0000000003
2026-06-01,MAR,Mohamed Maghfour,0.0000000104,0.0000000003
2026-06-01,MAR,Houmane Jarir,0.0000000103,0.0000000003
2026-06-01,MAR,Mohammed El Filali,0.0000000049,0.0000000001
2026-06-01,MAR,Moulay Khanousi,0.0000000022,0.0000000001
2026-06-01,MAR,Cherkaoui Hafnaoui,0.0000000020,0.0000000001
2026-06-01,MAR,Driss Bamous,0.0000000020,0.0000000001
2026-06-01,MAR,Hassan Akesbi,0.0000000019,0.0000000001
2026-06-01,MAR,Boujemaa Benkhrif,0.0000000018,0.0000000001
2026-06-01,MAR,Abdallah Azhar,0.0000000004,0.0000000000
2026-06-01,MAR,Mohamed Khalfi,0.0000000002,0.0000000000
2026-06-01,MAR,Sellam Riahi,0.0000000002,0.0000000000
2026-06-01,MAR,Lahcen Chicha,0.0000000001,0.0000000000
